;;;;;kV;;;;;kV;A;A;;;MW;MVar;A;%;MW;MVar;A;%;;MW;MVar;A;%;MW;MVar;A;%;;MW;MVar;A;%;MW;MVar;A;%;%;;MW;MVar;A;%;
string;string;string;string;string;double;string;string;string;string;double;double;double;string;string;double;double;double;double;double;double;double;double;string;double;double;double;double;double;double;double;double;string;double;double;double;double;double;double;double;double;double;string;double;double;double;double;
L_89R_41;;Netzgruppe_Default;Standort_89;1;10.0;; Netzgruppe_Default; Standort_0; 1;10.0;319.0;319.0;1;;-0.5;-0.0;30.6;9.6;0;0;0;0;;-0.5;-0.0;30.6;9.6;0;0;0;0;;-0.5;-0.0;30.6;9.6;0;0;0;0;0;;0;0;0;0;
Trafo_89;;Netzgruppe_Default;Standort_89;1;10.0;; Netzgruppe_Default; Standort_89; 1;0.4;;;1;;0.3;0.0;15.3;66.2;0;0;0;0;;0.3;0.0;15.3;66.2;0;0;0;0;;0.3;0.0;15.3;66.2;0;0;0;0;0;;0;0;0;0;
Trafo_89_par;;Netzgruppe_Default;Standort_89;1;10.0;; Netzgruppe_Default; Standort_89; 1;0.4;;;1;;0.3;0.0;15.3;66.2;0;0;0;0;;0.3;0.0;15.3;66.2;0;0;0;0;;0.3;0.0;15.3;66.2;0;0;0;0;0;;0;0;0;0;
L_0R_43;;Netzgruppe_Default;Standort_0;1;10.0;; Netzgruppe_Default; Standort_64; 1;10.0;319.0;319.0;1;;0.2;-0.1;10.1;3.2;0;0;0;0;;0.2;-0.1;10.1;3.2;0;0;0;0;;0.2;-0.1;10.1;3.2;0;0;0;0;0;;0;0;0;0;
L_64R_43;;Netzgruppe_Default;Standort_64;1;10.0;; Netzgruppe_Default; Standort_68; 1;10.0;319.0;319.0;1;;0.2;-0.0;9.1;2.9;0;0;0;0;;0.2;-0.0;9.1;2.9;0;0;0;0;;0.2;-0.0;9.1;2.9;0;0;0;0;0;;0;0;0;0;
Trafo_68;;Netzgruppe_Default;Standort_68;1;10.0;; Netzgruppe_Default; Standort_68; 1;0.4;;;1;;0.1;0.0;8.5;36.8;0;0;0;0;;0.1;0.0;8.5;36.8;0;0;0;0;;0.1;0.0;8.5;36.8;0;0;0;0;0;;0;0;0;0;
Trafo_68_par;;Netzgruppe_Default;Standort_68;1;10.0;; Netzgruppe_Default; Standort_68; 1;0.4;;;1;;0.1;0.0;8.5;36.8;0;0;0;0;;0.1;0.0;8.5;36.8;0;0;0;0;;0.1;0.0;8.5;36.8;0;0;0;0;0;;0;0;0;0;
L_68R_43;;Netzgruppe_Default;Standort_68;1;10.0;; Netzgruppe_Default; Standort_105; 1;10.0;319.0;319.0;1;;-0.1;-0.0;8.1;2.5;0;0;0;0;;-0.1;-0.0;8.1;2.5;0;0;0;0;;-0.1;-0.0;8.1;2.5;0;0;0;0;0;;0;0;0;0;
Trafo_105;;Netzgruppe_Default;Standort_105;1;10.0;; Netzgruppe_Default; Standort_105; 1;0.4;;;1;;0.0;0.0;1.3;22.7;0;0;0;0;;0.0;0.0;1.3;22.7;0;0;0;0;;0.0;0.0;1.3;22.7;0;0;0;0;0;;0;0;0;0;
Trafo_105_par;;Netzgruppe_Default;Standort_105;1;10.0;; Netzgruppe_Default; Standort_105; 1;0.4;;;1;;0.0;0.0;1.3;22.7;0;0;0;0;;0.0;0.0;1.3;22.7;0;0;0;0;;0.0;0.0;1.3;22.7;0;0;0;0;0;;0;0;0;0;
L_105R_43;;Netzgruppe_Default;Standort_105;1;10.0;; Netzgruppe_Default; Standort_53; 1;10.0;319.0;319.0;1;;-0.2;-0.0;10.6;3.3;0;0;0;0;;-0.2;-0.0;10.6;3.3;0;0;0;0;;-0.2;-0.0;10.6;3.3;0;0;0;0;0;;0;0;0;0;
L_53R_43;;Netzgruppe_Default;Standort_53;1;10.0;; Netzgruppe_Default; Standort_44; 1;10.0;319.0;319.0;1;;0.4;-0.0;22.9;7.2;0;0;0;0;;0.4;-0.0;22.9;7.2;0;0;0;0;;0.4;-0.0;22.9;7.2;0;0;0;0;0;;0;0;0;0;
Trafo_44;;Netzgruppe_Default;Standort_44;1;10.0;; Netzgruppe_Default; Standort_44; 1;0.4;;;1;;0.0;0.0;2.9;49.6;0;0;0;0;;0.0;0.0;2.9;49.6;0;0;0;0;;0.0;0.0;2.9;49.6;0;0;0;0;0;;0;0;0;0;
Trafo_44_par;;Netzgruppe_Default;Standort_44;1;10.0;; Netzgruppe_Default; Standort_44; 1;0.4;;;1;;0.0;0.0;2.9;49.6;0;0;0;0;;0.0;0.0;2.9;49.6;0;0;0;0;;0.0;0.0;2.9;49.6;0;0;0;0;0;;0;0;0;0;
L_44R_43;;Netzgruppe_Default;Standort_44;1;10.0;; Netzgruppe_Default; Standort_152; 1;10.0;319.0;319.0;1;;0.3;-9.0E-04;17.2;5.4;0;0;0;0;;0.3;-9.0E-04;17.2;5.4;0;0;0;0;;0.3;-9.0E-04;17.2;5.4;0;0;0;0;0;;0;0;0;0;
L_57R_43;;Netzgruppe_Default;Standort_57;1;10.0;; Netzgruppe_Default; Standort_152; 1;10.0;319.0;319.0;1;;-0.3;-0.0;17.2;5.4;0;0;0;0;;-0.3;-0.0;17.2;5.4;0;0;0;0;;-0.3;-0.0;17.2;5.4;0;0;0;0;0;;0;0;0;0;
Trafo_57;;Netzgruppe_Default;Standort_57;1;10.0;; Netzgruppe_Default; Standort_57; 1;0.4;;;1;;0.1;0.0;8.6;59.5;0;0;0;0;;0.1;0.0;8.6;59.5;0;0;0;0;;0.1;0.0;8.6;59.5;0;0;0;0;0;;0;0;0;0;
Trafo_57_par;;Netzgruppe_Default;Standort_57;1;10.0;; Netzgruppe_Default; Standort_57; 1;0.4;;;1;;0.1;0.0;8.6;59.5;0;0;0;0;;0.1;0.0;8.6;59.5;0;0;0;0;;0.1;0.0;8.6;59.5;0;0;0;0;0;;0;0;0;0;
L_170R_43;;Netzgruppe_Default;Standort_170;1;10.0;; Netzgruppe_Default; Standort_0; 1;10.0;319.0;319.0;1;;1.3;0.0;73.1;22.9;0;0;0;0;;1.3;0.0;73.1;22.9;0;0;0;0;;1.3;0.0;73.1;22.9;0;0;0;0;0;;0;0;0;0;
L_11R_43;;Netzgruppe_Default;Standort_11;1;10.0;; Netzgruppe_Default; Standort_170; 1;10.0;319.0;319.0;1;;1.3;0.0;73.1;22.9;0;0;0;0;;1.3;0.0;73.1;22.9;0;0;0;0;;1.3;0.0;73.1;22.9;0;0;0;0;0;;0;0;0;0;
L_317R_43;;Netzgruppe_Default;Standort_317;1;10.0;; Netzgruppe_Default; Standort_11; 1;10.0;319.0;319.0;1;;1.3;0.0;73.1;22.9;0;0;0;0;;1.3;0.0;73.1;22.9;0;0;0;0;;1.3;0.0;73.1;22.9;0;0;0;0;0;;0;0;0;0;
L_112R_43;;Netzgruppe_Default;Standort_112;1;10.0;; Netzgruppe_Default; Standort_317; 1;10.0;319.0;319.0;1;;0.6;0.0;32.0;10.0;0;0;0;0;;0.6;0.0;32.0;10.0;0;0;0;0;;0.6;0.0;32.0;10.0;0;0;0;0;0;;0;0;0;0;
L_0R_44;;Netzgruppe_Default;Standort_0;1;10.0;; Netzgruppe_Default; Standort_296; 1;10.0;319.0;319.0;1;;-3.5;-0.0;199.7;62.6;0;0;0;0;;-3.5;-0.0;199.7;62.6;0;0;0;0;;-3.5;-0.0;199.7;62.6;0;0;0;0;0;;0;0;0;0;
L_296R_44;;Netzgruppe_Default;Standort_296;1;10.0;; Netzgruppe_Default; Standort_52; 1;10.0;319.0;319.0;1;;-2.2;-0.0;122.7;38.5;0;0;0;0;;-2.2;-0.0;122.7;38.5;0;0;0;0;;-2.2;-0.0;122.7;38.5;0;0;0;0;0;;0;0;0;0;
L_52R_44;;Netzgruppe_Default;Standort_52;1;10.0;; Netzgruppe_Default; Standort_Knoten_52_Stichabgang; 1;10.0;319.0;319.0;1;;-1.7;-0.0;91.0;28.5;0;0;0;0;;-1.7;-0.0;91.0;28.5;0;0;0;0;;-1.7;-0.0;91.0;28.5;0;0;0;0;0;;0;0;0;0;
L_52R_44_Stich;;Netzgruppe_Default;Standort_Knoten_52_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_72; 1;10.0;319.0;319.0;1;;-0.6;-0.0;31.7;9.9;0;0;0;0;;-0.6;-0.0;31.7;9.9;0;0;0;0;;-0.6;-0.0;31.7;9.9;0;0;0;0;0;;0;0;0;0;
L_72R_44;;Netzgruppe_Default;Standort_Knoten_52_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_7; 1;10.0;319.0;319.0;1;;-1.1;-0.0;59.2;18.6;0;0;0;0;;-1.1;-0.0;59.2;18.6;0;0;0;0;;-1.1;-0.0;59.2;18.6;0;0;0;0;0;;0;0;0;0;
L_7R_44;;Netzgruppe_Default;Standort_7;1;10.0;; Netzgruppe_Default; Standort_37; 1;10.0;319.0;319.0;1;;-0.1;-0.0;4.0;1.3;0;0;0;0;;-0.1;-0.0;4.0;1.3;0;0;0;0;;-0.1;-0.0;4.0;1.3;0;0;0;0;0;;0;0;0;0;
L_12R_44;;Netzgruppe_Default;Standort_12;1;10.0;; Netzgruppe_Default; Standort_0; 1;10.0;319.0;319.0;1;;0.3;0.0;18.1;5.7;0;0;0;0;;0.3;0.0;18.1;5.7;0;0;0;0;;0.3;0.0;18.1;5.7;0;0;0;0;0;;0;0;0;0;
L_15R_44;;Netzgruppe_Default;Standort_15;1;10.0;; Netzgruppe_Default; Standort_12; 1;10.0;319.0;319.0;1;;0.1;0.0;5.3;1.7;0;0;0;0;;0.1;0.0;5.3;1.7;0;0;0;0;;0.1;0.0;5.3;1.7;0;0;0;0;0;;0;0;0;0;
L_244R_44;;Netzgruppe_Default;Standort_45;1;10.0;; Netzgruppe_Default; Standort_15; 1;10.0;319.0;319.0;1;;0.1;0.0;3.5;1.1;0;0;0;0;;0.1;0.0;3.5;1.1;0;0;0;0;;0.1;0.0;3.5;1.1;0;0;0;0;0;;0;0;0;0;
L_45R_44;;Netzgruppe_Default;Standort_45;1;10.0;; Netzgruppe_Default; Standort_244; 1;10.0;319.0;319.0;1;;-0.0;-6.2E-04;1.8;0.6;0;0;0;0;;-0.0;-6.2E-04;1.8;0.6;0;0;0;0;;-0.0;-6.2E-04;1.8;0.6;0;0;0;0;0;;0;0;0;0;
L_0R_73;;Netzgruppe_Default;Standort_0;1;10.0;; Netzgruppe_Default; Standort_292; 1;10.0;319.0;319.0;1;;-0.1;-0.1;8.9;2.8;0;0;0;0;;-0.1;-0.1;8.9;2.8;0;0;0;0;;-0.1;-0.1;8.9;2.8;0;0;0;0;0;;0;0;0;0;
L_292R_73;;Netzgruppe_Default;Standort_292;1;10.0;; Netzgruppe_Default; Standort_295; 1;10.0;319.0;319.0;1;;0.2;-0.0;13.1;4.1;0;0;0;0;;0.2;-0.0;13.1;4.1;0;0;0;0;;0.2;-0.0;13.1;4.1;0;0;0;0;0;;0;0;0;0;
L_295R_73;;Netzgruppe_Default;Standort_295;1;10.0;; Netzgruppe_Default; Standort_Knoten_295_Stichabgang; 1;10.0;319.0;319.0;1;;0.4;0.0;24.2;7.6;0;0;0;0;;0.4;0.0;24.2;7.6;0;0;0;0;;0.4;0.0;24.2;7.6;0;0;0;0;0;;0;0;0;0;
L_295R_73_Stich;;Netzgruppe_Default;Standort_Knoten_295_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_22; 1;10.0;319.0;319.0;1;;0;-0.0;0.4;0.1;0;0;0;0;;0;-0.0;0.4;0.1;0;0;0;0;;0;-0.0;0.4;0.1;0;0;0;0;0;;0;0;0;0;
L_22R_73;;Netzgruppe_Default;Standort_Knoten_295_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_1; 1;10.0;319.0;319.0;1;;0.4;0.0;24.2;7.6;0;0;0;0;;0.4;0.0;24.2;7.6;0;0;0;0;;0.4;0.0;24.2;7.6;0;0;0;0;0;;0;0;0;0;
L_1R_73;;Netzgruppe_Default;Standort_1;1;10.0;; Netzgruppe_Default; Standort_94; 1;10.0;319.0;319.0;1;;0.5;0.0;31.7;9.9;0;0;0;0;;0.5;0.0;31.7;9.9;0;0;0;0;;0.5;0.0;31.7;9.9;0;0;0;0;0;;0;0;0;0;
Trafo_94;;Netzgruppe_Default;Standort_94;1;10.0;; Netzgruppe_Default; Standort_94; 1;0.4;;;1;;0.3;0.0;15.9;68.6;0;0;0;0;;0.3;0.0;15.9;68.6;0;0;0;0;;0.3;0.0;15.9;68.6;0;0;0;0;0;;0;0;0;0;
Trafo_94_par;;Netzgruppe_Default;Standort_94;1;10.0;; Netzgruppe_Default; Standort_94; 1;0.4;;;1;;0.3;0.0;15.9;68.6;0;0;0;0;;0.3;0.0;15.9;68.6;0;0;0;0;;0.3;0.0;15.9;68.6;0;0;0;0;0;;0;0;0;0;
L_94R_73;;Netzgruppe_Default;Standort_1;1;10.0;; Netzgruppe_Default; Standort_5; 1;10.0;319.0;319.0;1;;-0.1;7.2E-04;7.5;2.4;0;0;0;0;;-0.1;7.2E-04;7.5;2.4;0;0;0;0;;-0.1;7.2E-04;7.5;2.4;0;0;0;0;0;;0;0;0;0;
Trafo_5;;Netzgruppe_Default;Standort_5;1;10.0;; Netzgruppe_Default; Standort_5; 1;0.4;;;1;;0.2;0.0;13.0;56.1;0;0;0;0;;0.2;0.0;13.0;56.1;0;0;0;0;;0.2;0.0;13.0;56.1;0;0;0;0;0;;0;0;0;0;
Trafo_5_par;;Netzgruppe_Default;Standort_5;1;10.0;; Netzgruppe_Default; Standort_5; 1;0.4;;;1;;0.2;0.0;13.0;56.1;0;0;0;0;;0.2;0.0;13.0;56.1;0;0;0;0;;0.2;0.0;13.0;56.1;0;0;0;0;0;;0;0;0;0;
L_5R_73;;Netzgruppe_Default;Standort_5;1;10.0;; Netzgruppe_Default; Standort_Knoten_5_Stichabgang; 1;10.0;319.0;319.0;1;;-0.6;-0.0;33.4;10.5;0;0;0;0;;-0.6;-0.0;33.4;10.5;0;0;0;0;;-0.6;-0.0;33.4;10.5;0;0;0;0;0;;0;0;0;0;
L_5R_73_Stich;;Netzgruppe_Default;Standort_Knoten_5_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_74; 1;10.0;319.0;319.0;1;;0;-0.0;0.2;0.0;0;0;0;0;;0;-0.0;0.2;0.0;0;0;0;0;;0;-0.0;0.2;0.0;0;0;0;0;0;;0;0;0;0;
L_74R_73;;Netzgruppe_Default;Standort_Knoten_5_Stichabgang;1;10.0;; Netzgruppe_Default; Standort_340; 1;10.0;319.0;319.0;1;;-0.6;-0.0;33.4;10.5;0;0;0;0;;-0.6;-0.0;33.4;10.5;0;0;0;0;;-0.6;-0.0;33.4;10.5;0;0;0;0;0;;0;0;0;0;
L_153R_73;;Netzgruppe_Default;Standort_153;1;10.0;; Netzgruppe_Default; Standort_0; 1;10.0;319.0;319.0;1;;0.2;5.3E-04;13.4;4.2;0;0;0;0;;0.2;5.3E-04;13.4;4.2;0;0;0;0;;0.2;5.3E-04;13.4;4.2;0;0;0;0;0;;0;0;0;0;
L_40R_73;;Netzgruppe_Default;Standort_40;1;10.0;; Netzgruppe_Default; Standort_153; 1;10.0;319.0;319.0;1;;0.2;-0.0;13.4;4.2;0;0;0;0;;0.2;-0.0;13.4;4.2;0;0;0;0;;0.2;-0.0;13.4;4.2;0;0;0;0;0;;0;0;0;0;
L_86R_73;;Netzgruppe_Default;Standort_86;1;10.0;; Netzgruppe_Default; Standort_40; 1;10.0;319.0;319.0;1;;-0.8;-0.0;44.5;14.0;0;0;0;0;;-0.8;-0.0;44.5;14.0;0;0;0;0;;-0.8;-0.0;44.5;14.0;0;0;0;0;0;;0;0;0;0;
Trafo_86;;Netzgruppe_Default;Standort_86;1;10.0;; Netzgruppe_Default; Standort_86; 1;0.4;;;1;;0.1;0.0;6.2;43.0;0;0;0;0;;0.1;0.0;6.2;43.0;0;0;0;0;;0.1;0.0;6.2;43.0;0;0;0;0;0;;0;0;0;0;
Trafo_86_par;;Netzgruppe_Default;Standort_86;1;10.0;; Netzgruppe_Default; Standort_86; 1;0.4;;;1;;0.1;0.0;6.2;43.0;0;0;0;0;;0.1;0.0;6.2;43.0;0;0;0;0;;0.1;0.0;6.2;43.0;0;0;0;0;0;;0;0;0;0;
L_49R_73;;Netzgruppe_Default;Standort_49;1;10.0;; Netzgruppe_Default; Standort_86; 1;10.0;319.0;319.0;1;;-0.6;-0.0;32.1;10.1;0;0;0;0;;-0.6;-0.0;32.1;10.1;0;0;0;0;;-0.6;-0.0;32.1;10.1;0;0;0;0;0;;0;0;0;0;
Trafo_49;;Netzgruppe_Default;Standort_49;1;10.0;; Netzgruppe_Default; Standort_49; 1;0.4;;;1;;0.3;0.0;16.1;69.5;0;0;0;0;;0.3;0.0;16.1;69.5;0;0;0;0;;0.3;0.0;16.1;69.5;0;0;0;0;0;;0;0;0;0;
Trafo_49_par;;Netzgruppe_Default;Standort_49;1;10.0;; Netzgruppe_Default; Standort_49; 1;0.4;;;1;;0.3;0.0;16.1;69.5;0;0;0;0;;0.3;0.0;16.1;69.5;0;0;0;0;;0.3;0.0;16.1;69.5;0;0;0;0;0;;0;0;0;0;
